time, uz, alt, vel_alt, uthe, roll, uphi, pitch, upsi, yaw, F
[0.0, 0.0, 0.02264988422393799, 0.04155939072370529, 0.0, -0.0136950856241702, 0.0, 0.02376963788601649, 0.0, -0.08445461753894024, array([[ 17.07919435]])]
[0.05, -17.08254276256153, 0.02264988422393799, 0.04155939072370529, 0.0, -0.0136950856241702, 0.0, 0.02376963788601649, 0.0, -0.08445461753894024, array([[ 45.80800787]])]
[0.1, -45.81176406991605, 0.02308179810643196, 0.0413997620344162, 0.0, -0.01372184106918503, 0.0, 0.023760269294156394, 0.0, -0.08449284434873824, array([[ 101.86947126]])]
[0.15000000000000002, -101.87327114017627, 0.023218609392642975, 0.04165476933121681, 0.0, -0.013799705520965358, 0.0, 0.023729747507949858, 0.0, -0.08449795285014029, array([[-371.08839856]])]
[0.2, 371.2532689566241, 0.023917987942695618, 0.04273726046085358, 0.0, -0.013776420631455028, 0.0, 0.02376546350173629, 0.0, -0.08451008679319649, array([[-1836.59228552]])]
[0.25, 1836.9140284959271, 0.025716593489050865, 0.21866610646247864, 0.0, -0.012815349729004636, 0.0, 0.021247602627812428, 0.0, -0.08329661469524817, array([[-2859.38370328]])]
[0.3, 2859.5855117281426, 0.07425180822610855, 1.2148059606552124, 0.0, -0.009072020649543383, 0.0, 0.012182803575419766, 0.0, -0.07465262799461883, array([[-0.00259741]])]
[0.35, -0.663157118476854, 0.11316511034965515, 1.6325141191482544, 0.0, -0.007076217559000328, 0.0, 0.009312321983471896, 0.0, -0.06483276837883918, array([[ -6.60573097e-09]])]
[0.39999999999999997, -0.9748803573866843, 0.24726156890392303, 1.7712539434432983, 0.0, -0.003904508418752921, 0.0, 0.005060606959848222, 0.0, -0.052446918202067025, array([[ -5.25690746e-11]])]
[0.44999999999999996, -1.1905679211705498, 0.292489230632782, 1.5147924423217773, 0.0, -0.001629459097723031, 0.0, 0.001752587305009115, 0.0, -0.043761048956426615, array([[ -5.25000694e-07]])]
[0.49999999999999994, -1.041788341817257, 0.3751511573791504, 0.8273460865020752, 0.0, 0.0018519342708049982, 0.0, -0.0032582896469223327, 0.0, -0.03082880896680895, array([[-15.35657859]])]
[0.5499999999999999, 14.737894582471322, 0.3935212194919586, 0.5587102770805359, 0.0, 0.0042016045681618425, 0.0, -0.006609162913948621, 0.0, -0.02229814422017214, array([[-508.84224902]])]
[0.6, 509.0719795373693, 0.42718398571014404, 0.8053848147392273, 0.0, 0.00600191297968878, 0.0, -0.008404900862885256, 0.0, -0.010766120637315142, array([[-23.56125678]])]
[0.65, 23.476827028176363, 0.45473235845565796, 1.2101988792419434, 0.0, 0.004892990455829036, 0.0, -0.004998678374285262, 0.0, -0.006683370025314127, array([[-0.0046757]])]
[0.7000000000000001, -0.4690880064628675, 0.577680766582489, 2.2122642993927, 0.0, 0.003791923937960424, 0.0, -0.0033655221458158105, 0.0, -0.0045751176132598145, array([[ -1.75616310e-19]])]
[0.7500000000000001, -1.345313582252711, 0.6381114721298218, 2.1110973358154297, 0.0, 0.002111316484192891, 0.0, -0.0014480277310999182, 0.0, -0.0040388653514510835, array([[ -2.10234245e-17]])]
[0.8000000000000002, -1.2648215963132678, 0.7654817700386047, 1.4561415910720825, 0.0, -6.763701881439864e-05, 0.0, 0.0012529906793121888, 0.0, -0.00353835693463481, array([[ -4.42818361e-06]])]
[0.8500000000000002, -0.8155691671036659, 0.8018250465393066, 1.1878842115402222, 0.0, -0.0017571990176955448, 0.0, 0.0033916815288932427, 0.0, -0.0031458772984114722, array([[-0.00669232]])]
[0.9000000000000002, -0.28891283568344484, 0.8613808155059814, 0.4971314072608948, 0.0, -0.003920218204220274, 0.0, 0.006167563732782438, 0.0, -0.0025773326051622917, array([[-708.65470197]])]
[0.9500000000000003, 709.0444305879062, 0.8712114095687866, 0.22869367897510529, 0.0, -0.005509627861482594, 0.0, 0.008114514065289177, 0.0, -0.002278081091564481, array([[-3298.98340516]])]
[1.0000000000000002, 3299.7912412182945, 0.8782532811164856, 0.4191025495529175, 0.0, -0.0062041656293477816, 0.0, 0.009114929983594314, 0.0, -0.001692342811127536, array([[-1922.2574186]])]
